customerID,Customer Title,Customer Birth Date,Came From Paid Acq?,# Months since first Purchase,InternetService,Has contacted CS,Has RakutenTV,PaymentMethod,Last Purchase Amount,Total Purchase Amount,Churn
5025-GOOKI,Ms,12/26/1963,No,20.0,Fiber optic,No,No internet service,PayPal,18.9,347.65,No
4698-KVLLG,Mr,05/30/1979,No,51.0,,Yes,No internet service,Credit card,19.6,967.9,No
5095-AESKG,Miss,08/28/1956,Yes,3.0,,Yes,No,,91.5,242.95,Yes
2887-JPYLU,Mr,06/30/1951,No,41.0,DSL,,No,Bank transfer (automatic),45.2,1841.9,No
4770-QAZXN,Mr,07/29/1954,No,13.0,,Yes,No internet service,Credit card,19.45,232.1,No
4896-CPRPF,Mr ,03/22/1973,Yes,35.0,,,No internet service,Credit card,25.45,809.25,No
1871-MOWRM,Mr,09/14/1965,Yes,12.0,,Yes,No,Credit card,80.85,866.45,Yes
9714-EDSUC,Ms,09/13/1966,No,4.0,DSL,Yes,No,Credit card,94.9,360.55,No
2027-OAQQC,Ms,10/02/1967,No,43.0,,Yes,Yes,Credit card,49.05,2076.2,Yes
0282-NVSJS,Mr,09/14/1959,Yes,12.0,DSL,Yes,No,Credit card,29.3,355.9,No
9090-SGQXL,Mr,12/30/1970,Yes,68.0,,No,Yes,Credit card,105.3,7299.65,Yes
6595-YGXIT,Miss,01/11/1960,No,25.0,,Yes,Yes,Credit card,88.95,2291.2,Yes
7353-YOWFP,Mr,01/24/1978,No,7.0,Fiber optic,Yes,No internet service,Credit card,20.25,129.15,No
9835-ZIITK,Mr,04/30/1966,Yes,66.0,,,Yes,Credit card,110.85,7491.75,Yes
8008-ESFLK,Miss,06/15/1967,Yes,53.0,Fiber optic,Yes,Yes,,110.5,5835.5,No
7537-CBQUZ,Mr,12/01/1953,No,63.0,,Yes,Yes,Credit card,109.4,7031.45,No
1555-DJEQW,Mr,08/13/1955,Yes,70.0,,No,Yes,Credit card,114.2,7723.9,Yes
5649-TJHOV,Ms,08/19/1961,Yes,27.0,,No,No,Credit card,36.5,1032,Yes
0519-XUZJU,Miss,11/14/1970,No,1.0,,No,No,Credit card,70.75,70.75,Yes
3363-EWLGO,Mr,10/30/1963,No,5.0,Fiber optic,No,No internet service,Credit card,19.95,109.6,No
4750-UKWJK,Ms.,12/10/1950,Yes,37.0,,Yes,No internet service,PayPal,19.6,727.8,No
6338-AVWCY,Mr,01/27/1955,No,3.0,,Yes,Yes,Credit card,40.15,130.75,Yes
1689-YQBYY,Ms,12/27/1955,No,12.0,,Yes,No,Credit card,76.6,893,No
4487-ZYJZK,Miss,03/20/1961,Yes,38.0,Fiber optic,Yes,No internet service,,19.6,763.1,No
2959-FENLU,Mr,03/24/1959,No,9.0,Fiber optic,Yes,No,PayPal,85.3,781.4,No
0708-LGSMF,Mr,04/28/1963,Yes,13.0,,Yes,No,Credit card,65.85,902.25,No
9253-QXKBE,Ms,02/13/1975,Yes,29.0,,No,Yes,Credit card,94.45,2653.65,Yes
7634-HLQJR,Ms.,10/31/1977,Yes,47.0,,No,No internet service,Credit card,20.05,1016.7,No
0487-RPVUM,Mr,12/09/1955,Yes,61.0,,No,Yes,Credit card,99.4,5943.65,No
4079-ULGFR,Ms,01/22/1965,No,16.0,,No,No internet service,PayPal,20.0,275.7,No
2516-XSJKX,Mr,10/15/1979,Yes,41.0,,Yes,Yes,Credit card,78.45,3126.45,No
0057-QBUQH,Mr,11/04/1960,No,43.0,DSL,Yes,No internet service,Bank transfer (automatic),25.1,1070.15,No
9445-SZLCH,Mr,07/13/1952,Yes,36.0,,Yes,Yes,Credit card,97.35,3457.9,Yes
6599-SFQVE,Mr,12/18/1960,No,6.0,,No,No,Credit card,55.0,340.4,No
8331-ZXFOE,Mr,03/02/1972,No,58.0,Fiber optic,Yes,No,Credit card,71.1,4299.2,No
4003-FUSHP,Mr,03/13/1976,No,19.0,,No,Yes,Credit card,61.55,1093.2,No
0356-ERHVT,Mr,06/22/1962,Yes,11.0,,No,No,Credit card,45.9,521.9,No
7325-ENZFI,Mr,07/30/1966,No,39.0,,No,No,Credit card,40.3,1630.4,No
4884-ZTHVF,Mr,07/26/1957,No,8.0,,No,Yes,PayPal,87.1,713.6,No
3920-HIHMQ,Mr,01/16/1951,No,26.0,,Yes,No,Credit card,49.5,1265.65,No
3055-OYMSE,Mr,05/21/1976,No,53.0,,,No,Credit card,73.8,4003.85,No
0613-WUXUM,Ms,09/19/1960,Yes,70.0,Fiber optic,No,No internet service,PayPal,19.2,1401.4,No
7568-PODML,Mr,10/26/1959,No,1.0,,Yes,Yes,Credit card,45.3,45.3,Yes
4458-KVRBJ,Ms,07/06/1962,No,59.0,,No,No internet service,PayPal,25.0,1510.5,No
5349-IECLD,Mr,11/29/1978,No,2.0,,Yes,Yes,Credit card,94.95,178.1,Yes
1397-XKKWR,Ms,12/11/1954,No,7.0,,No,No,Credit card,35.3,264.8,No
3945-GFWQL,Mr,02/04/1957,No,12.0,,No,No,Credit card,44.55,480.6,Yes
8097-OMULG,Mr,01/19/1972,Yes,59.0,,No,Yes,Credit card,76.75,4541.9,No
6013-BHCAW,Ms,12/23/1956,Yes,61.0,Fiber optic,Yes,Yes,Credit card,81.0,4976.15,No
0401-WDBXM,Miss,09/08/1955,Yes,72.0,,No,Yes,Credit card,105.55,7542.25,No
3387-PLKUI,Mr,03/10/1964,Yes,13.0,,No,No internet service,Credit card,18.8,251.25,No
6096-EGVTU,Mr,12/11/1961,Yes,64.0,,Yes,No internet service,Bank transfer (automatic),24.9,1595.5,No
3797-VTIDR,Mr,02/01/1956,Yes,1.0,,Yes,No,Credit card,23.45,23.45,Yes
5081-NWSUP,Ms,12/07/1952,No,10.0,,No,No,Credit card,64.9,685.55,No
2580-ATZSQ,Miss,04/15/1978,Yes,65.0,,Yes,No,Credit card,61.35,3874.1,No
8085-MSNLK,Mr,02/28/1973,Yes,62.0,,No,Yes,PayPal,113.95,6891.4,No
9691-HKOVS,Mr,06/18/1973,Yes,55.0,,Yes,Yes,Credit card,90.15,4916.95,No
9881-VCZEP,Mr,08/26/1974,Yes,25.0,DSL,Banana,No,Credit card,54.1,1373,No
9526-BIHHD,Mr,03/06/1955,No,1.0,,No,No,Credit card,29.7,29.7,Yes
8757-TFHHJ,Miss,04/15/1966,No,1.0,,,No,PayPal,49.8,49.8,No
4523-WXCEF,Mr,04/21/1964,Yes,59.0,,Yes,Yes,Credit card,101.1,6039.9,Yes
1468-DEFNC,Ms,06/05/1977,Yes,64.0,Fiber optic,No,No internet service,PayPal,24.4,1548.65,No
5119-KEPFY,Mr,05/02/1976,Yes,36.0,,Yes,Yes,PayPal,95.0,3440.25,No
8364-TRMMK,Mr,04/21/1974,No,3.0,Fiber optic,,No,Credit card,50.65,151.3,Yes
0916-KNFAJ,Mr,01/05/1975,Yes,61.0,,,No,PayPal,69.9,4226.7,No
8319-QBEHW,Ms,02/11/1976,No,26.0,DSL,Yes,Yes,Credit card,39.95,1023.75,No
3063-QFSZL,Mr,08/04/1951,No,1.0,,Yes,No,Credit card,55.4,55.4,Yes
8775-LHDJH,Mr,04/02/1971,Yes,1.0,,Yes,Yes,Credit card,90.6,90.6,Yes
9625-QNLUX,Miss,09/24/1966,Yes,68.0,,Yes,Yes,Credit card,103.25,7074.4,No
3097-NQYSN,Mr,07/03/1969,Yes,2.0,Fiber optic,Yes,Yes,,86.85,156.35,Yes
4024-CSNBY,Mr,07/06/1976,Yes,72.0,,No,No,Credit card,94.25,6849.75,No
7110-BDTWG,Mr,11/01/1977,Yes,71.0,,Yes,No,Credit card,47.05,3263.6,No
7493-GVFIO,Miss,01/24/1978,No,57.0,DSL,No,No internet service,Credit card,20.55,1252.85,No
0690-SRQID,Mr,05/21/1964,No,4.0,,Yes,No internet service,Credit card,19.65,67.55,No
9605-WGJVW,Ms,11/09/1954,No,1.0,,Banana,No,Credit card,70.2,70.2,No
9114-DPSIA,Mr,09/12/1957,Yes,72.0,,Yes,No,Credit card,81.0,5750,No
4700-UBQMV,Mr,06/06/1977,Yes,21.0,,Yes,Yes,Credit card,75.9,1549.75,No
7711-GQBZC,Miss,02/25/1955,Yes,71.0,,,No internet service,Credit card,24.7,1810.55,No
3565-UNOCC,Miss,03/10/1950,Yes,29.0,Fiber optic,No,Yes,Credit card,99.05,2952.85,Yes
4627-MIHJH,Mr,12/08/1976,No,69.0,,No,Yes,Credit card,110.25,7467.55,No
9795-NREXC,Mr,09/11/1951,Yes,64.0,,Yes,Yes,Credit card,85.0,5484.4,No
8573-CGOCC,Ms,08/31/1969,No,16.0,,No,No internet service,Bank transfer (automatic),19.75,294.9,No
7356-AYNJP,Ms,08/06/1952,No,4.0,,No,No internet service,Bank transfer (automatic),23.9,97.5,No
9249-FXSCK,Miss,08/02/1966,No,52.0,DSL,No,Yes,PayPal,111.25,5916.45,Yes
5493-SDRDQ,Mr,05/21/1953,No,2.0,,Yes,No,Credit card,55.1,113.35,Yes
6286-SUUWT,Mr,11/22/1971,No,1.0,,Yes,No internet service,Credit card,19.95,19.95,No
4819-HJPIW,Mr,03/06/1956,No,18.0,,No,No,Credit card,25.15,476.8,No
8654-DHAOW,Mr,08/24/1979,No,2.0,Fiber optic,Yes,No,Credit card,54.15,101.65,No
5438-QMDDL,Mr,10/17/1965,Yes,19.0,,Yes,No,Credit card,59.8,1130.85,No
9812-GHVRI,Miss,03/30/1975,No,40.0,,Yes,No,Credit card,83.85,3532.25,No
5553-AOINX,Ms,12/31/1977,Yes,66.0,,No,Yes,Credit card,104.9,6891.45,No
1228-ZLNBX,Ms,06/29/1972,No,21.0,,No,No,Credit card,75.3,1570.7,No
4226-KKDON,Mr,07/02/1970,No,8.0,,Yes,Yes,Bank transfer (automatic),66.65,520.95,No
3831-YCPUO,Miss,07/21/1950,Yes,72.0,,Yes,Yes,Credit card,109.5,7854.9,No
7445-WMRBW,Mr ,01/10/1967,No,48.0,,No,Yes,Credit card,73.85,3581.4,No
3308-DGHKL,Miss,06/06/1972,No,69.0,DSL,No,No internet service,,19.3,1447.9,No
9924-JPRMC,Ms,11/26/1954,No,72.0,,No,Yes,PayPal,118.2,8547.15,No
0080-EMYVY,Mr,06/23/1955,No,14.0,,No,No,Credit card,51.45,727.85,No
6218-KNUBD,Miss,02/15/1959,No,6.0,,Yes,Yes,Bank transfer (automatic),59.45,357.6,No
7337-CINUD,Mr,10/16/1970,Yes,8.0,,No,No internet service,PayPal,19.5,159.35,No
7609-NRNCA,Miss,11/28/1967,No,17.0,,No,No internet service,Credit card,19.55,280.85,No
0623-EJQEG,Mr,01/01/1974,No,65.0,,No,No,Bank transfer (automatic),93.55,6069.25,No
7153-CHRBV,Mr,12/10/1965,Yes,57.0,,No,No,Credit card,59.3,3274.35,No
0871-URUWO,Ms,05/13/1974,Yes,13.0,,Yes,Yes,Credit card,102.25,1359,Yes
9190-MFJLN,Mr,11/03/1967,No,19.0,,Yes,Yes,Credit card,95.9,1777.9,Yes
6198-PNNSZ,Mr,06/08/1975,Yes,56.0,Orange,No,Yes,Credit card,109.8,6109.65,No
3317-VLGQT,Mr,01/02/1959,Yes,14.0,,No,No,Bank transfer (automatic),78.1,1122.4,No
4132-POCZS,Mr,11/21/1965,Yes,52.0,,Yes,No,Bank transfer (automatic),39.9,2020.9,No
5614-DNZCE,Mr,06/28/1975,No,58.0,DSL,No,No,Credit card,64.9,3795.45,No
1095-JUDTC,Mr,01/19/1974,No,47.0,DSL,No,Yes,Bank transfer (automatic),95.05,4504.55,Yes
3896-RCYYE,Ms.,06/14/1967,No,67.0,,No,Yes,Credit card,53.4,3579.15,No
9638-JIQYA,Mr,02/22/1960,No,2.0,,Yes,No,Credit card,24.9,49.7,No
3258-SANFR,Mr,08/19/1963,No,6.0,,Yes,No,Credit card,44.7,276.5,No
3726-TBHQT,Ms,06/06/1962,Yes,71.0,,No,Yes,Credit card,114.0,8175.9,No
3190-ITQXP,Ms,08/20/1974,Yes,46.0,,No,No internet service,Credit card,20.25,890.35,No
0870-VEMYL,Mr,01/15/1978,No,5.0,,No,No,Bank transfer (automatic),53.85,259.8,Yes
4833-QTJNO,Mr,10/18/1970,Yes,67.0,DSL,Banana,No,Credit card,83.85,5588.8,No
3039-MJSLN,Miss,04/17/1978,No,3.0,,No,No internet service,Bank transfer (automatic),20.2,50.6,No
0178-CIIKR,Mr,10/15/1973,No,3.0,,No,No internet service,Credit card,19.95,58,No
5385-SUIRI,Ms,01/01/1900,Yes,52.0,,No,Yes,Bank transfer (automatic),104.2,5568.35,Yes
3982-XWFZQ,Mr,05/24/1964,Yes,42.0,,No,No,PayPal,50.25,2203.65,Yes
5774-QPLTF,Mr,04/24/1951,Yes,50.0,,Banana,No internet service,,20.35,938.95,No
2322-VCZHZ,Ms,12/24/1974,Yes,23.0,,No,No,Credit card,90.0,2024.1,No
5010-IPEAQ,Ms,02/22/1974,Yes,67.0,,Yes,Yes,Credit card,54.2,3623.95,No
4009-ALQFH,Mr,04/01/1965,No,25.0,Orange,Yes,Yes,Credit card,99.5,2369.05,Yes
6383-ZTSIW,Mr,08/20/1959,Yes,39.0,,Yes,Yes,PayPal,99.1,3877.95,No
8990-YOZLV,Mr,11/09/1974,No,69.0,,Yes,No,Bank transfer (automatic),66.9,4577.9,No
3069-SSVSN,Mr,05/29/1952,No,1.0,,No,No,Credit card,25.85,25.85,No
5222-IMUKT,Mr,07/22/1952,No,32.0,,No,Yes,Credit card,91.05,2871.5,No
3627-FCRDW,Mr,03/29/1954,No,9.0,,Banana,No,Credit card,71.0,672.55,Yes
7562-GSUHK,Mr,01/01/1900,No,16.0,,Yes,No,Bank transfer (automatic),93.2,1573.7,Yes
6685-XSHHU,Mr,10/24/1978,Yes,60.0,,No,No internet service,Bank transfer (automatic),20.95,1270.55,No
8901-UPRHR,Ms,12/29/1951,Yes,72.0,,Yes,Yes,Credit card,109.2,7711.45,No
4903-UYAVB,Miss,07/28/1960,Yes,5.0,,Yes,No internet service,,19.35,126.05,Yes
0118-JPNOY,Mr,05/29/1974,No,26.0,,Yes,Yes,Credit card,85.8,2193.65,No
6776-TLWOI,Ms,05/23/1953,No,3.0,,Yes,No internet service,Credit card,19.85,64.55,Yes
3845-FXCYS,Ms,06/07/1964,No,2.0,,No,No internet service,PayPal,19.65,31.2,No
5857-XRECV,Mr,05/22/1952,No,2.0,,No,No internet service,PayPal,20.5,38.25,No
0725-CXOTM,Mr,11/18/1967,No,36.0,,Yes,Yes,Credit card,89.65,3348.1,No
4343-EJVQB,Mr,10/22/1970,No,7.0,,Yes,No,PayPal,74.35,533.6,No
9000-PLFUZ,Mr,10/26/1953,Yes,60.0,,Yes,Yes,Credit card,49.45,2907.55,No
3427-GGZZI,Mr,04/20/1965,Yes,19.0,Fiber optic,Yes,No,Credit card,89.1,1620.8,No
7779-ORAEL,Ms,03/03/1973,Yes,45.0,,Yes,No,Credit card,75.15,3480.35,No
0644-OQMDK,Miss,08/19/1973,No,4.0,,Yes,No,Credit card,70.65,293.85,No
4077-CROMM,Miss,08/01/1965,Yes,31.0,DSL,Yes,Yes,PayPal,104.2,3243.45,Yes
3154-CFSZG,Mr,07/18/1973,Yes,47.0,,Yes,No,Credit card,90.05,4137.2,No
2868-MZAGQ,Mr,01/13/1965,No,1.0,,Yes,No,PayPal,79.25,79.25,Yes
4847-QNOKA,Ms,09/12/1972,No,1.0,,No,No,Credit card,44.9,44.9,Yes
2220-IAHLS,Miss,04/16/1959,No,1.0,,,No internet service,Credit card,19.4,19.4,No
1658-XUHBX,Ms.,10/22/1951,Yes,59.0,,Yes,No,Credit card,88.75,5348.65,No
6379-RXJRQ,Ms,06/26/1960,Yes,10.0,,Yes,No,Credit card,70.1,659.65,Yes
2378-HTWFW,Miss,06/17/1964,No,35.0,DSL,No,No,Bank transfer (automatic),91.0,3180.5,No
8650-RHRKE,Mr,07/05/1962,No,4.0,,Yes,No,,29.65,118.5,Yes
4377-VDHYI,Miss,02/12/1971,Yes,32.0,,Yes,No,Credit card,90.8,3023.85,No
0475-RIJEP,Miss,07/02/1953,No,43.0,Orange,No,No,PayPal,77.85,3365.85,Yes
1260-TTRXI,Mr,07/12/1957,No,4.0,,,No,Bank transfer (automatic),54.3,195.3,Yes
3719-TDVQB,Mr,10/12/1972,Yes,54.0,,No,No internet service,Bank transfer (automatic),18.95,1031.1,No
6328-ZPBGN,Mr,05/20/1962,No,11.0,,No,Yes,Credit card,95.15,997.65,Yes
0201-MIBOL,Miss,04/01/1950,No,66.0,DSL,Yes,Yes,Bank transfer (automatic),102.4,6471.85,No
4937-QPZPO,Miss,10/27/1968,Yes,61.0,,No,Yes,PayPal,99.9,6241.35,No
2925-VDZHY,Miss,03/28/1976,Yes,72.0,,Yes,Yes,Credit card,88.7,6501.35,No
6981-TDRFT,Miss,01/01/1900,Yes,44.0,Fiber optic,No,Yes,Credit card,54.3,2317.1,No
3413-CSSTH,Ms,12/17/1966,No,41.0,DSL,No,No,Credit card,55.7,2237.55,No
8033-VCZGH,Mr,04/02/1969,Yes,50.0,,Yes,Yes,Credit card,103.95,5231.3,No
4789-KWMXN,Mr,08/08/1967,Yes,47.0,,,Yes,Credit card,110.85,5275.8,Yes
0224-NIJLP,Mr,10/12/1971,Yes,8.0,Orange,,No internet service,Credit card,20.15,165.5,No
7542-CYDDM,Mr,12/10/1952,No,18.0,,Yes,No internet service,Credit card,20.05,358.5,No
4718-WXBGI,Mr,12/29/1950,Yes,72.0,,Banana,Yes,Bank transfer (automatic),91.95,6614.9,No
2867-UIMSS,Mr ,09/04/1975,No,1.0,,Yes,No,Credit card,80.5,80.5,Yes
8495-PRWFH,Ms,06/03/1958,No,42.0,,No,No,Credit card,55.65,2421.75,No
0439-IFYUN,Mr,05/25/1955,No,18.0,,Yes,No,Credit card,74.7,1294.6,No
5716-LIBJC,Ms.,07/15/1972,No,13.0,,No,Yes,Credit card,104.15,1299.1,No
2868-LLSKM,Miss,08/19/1977,Yes,68.0,,Yes,No,Credit card,83.65,5733.4,No
8111-RKSPX,Mr,02/06/1958,No,4.0,,Yes,No,,72.2,305.55,Yes
2988-QRAJY,Mr,10/11/1968,No,69.0,,No,Yes,Credit card,110.05,7430.75,No
1585-MQSSU,Mr ,05/19/1978,No,17.0,,Yes,No,Credit card,51.5,900.5,Yes
0071-NDAFP,Mr,07/19/1956,Yes,25.0,Fiber optic,,No internet service,Credit card,25.5,630.6,No
2856-NNASM,Ms,05/20/1962,No,43.0,,Yes,Yes,,89.55,3856.75,Yes
7328-ZJAJO,Mr,09/22/1979,Yes,59.0,Fiber optic,No,No internet service,Credit card,19.5,1222.65,No
6458-CYIDZ,Mr,04/23/1979,No,5.0,,,No,Credit card,80.7,374.8,No
8559-CIZFV,Mr,07/01/1968,Yes,21.0,,No,Yes,Credit card,77.5,1625,Yes
1090-PYKCI,Miss,10/06/1967,Yes,69.0,,No,Yes,PayPal,105.1,7234.8,No
3058-WQDRE,Miss,02/12/1959,No,13.0,,Yes,No,Credit card,25.15,331.85,No
7547-EKNFS,Ms,07/25/1976,Yes,42.0,DSL,Banana,Yes,Credit card,95.25,3959.35,Yes
2279-AXJJK,Mr,07/06/1969,Yes,52.0,,No,No,PayPal,95.65,5088.4,No
6769-DYBQN,Mr,11/13/1959,No,46.0,,No,No,Credit card,85.0,3969.4,Yes
0909-SELIE,Mr,01/24/1956,Yes,61.0,,No,No,Credit card,80.8,4860.85,No
3417-TSCIC,Ms,02/13/1968,No,29.0,,Yes,No,Credit card,24.85,788.05,No
1042-HFUCW,Mr,07/04/1978,No,25.0,,No,No,Credit card,54.75,1266.35,No
4439-JMPMT,Ms,08/08/1963,Yes,5.0,,No,Yes,Credit card,85.75,470.95,Yes
6537-OTKMY,Miss,03/14/1959,No,15.0,Fiber optic,,Yes,Credit card,50.75,688.2,No
8999-EXMNO,Mr,05/08/1976,Yes,19.0,,No,No internet service,PayPal,20.15,387.7,No
6725-TPKJO,Mr,09/27/1953,No,44.0,,No,No internet service,Credit card,20.05,845.25,No
2446-BEGGB,Miss,09/02/1969,No,6.0,,Yes,Yes,Bank transfer (automatic),98.25,560.6,Yes
7162-WPHPM,Miss,08/22/1959,Yes,58.0,Fiber optic,No,No,Credit card,71.6,4230.25,No
1599-MMYRQ,Ms,02/21/1977,Yes,62.0,,No,No,Credit card,81.45,4983.05,No
8821-KVZKQ,Miss,07/27/1972,Yes,70.0,,Yes,Yes,PayPal,58.4,4113.15,No
1496-GGSUK,Mr,02/18/1979,No,1.0,,Yes,No,Credit card,25.7,25.7,Yes
6434-TTGJP,Ms,10/04/1958,Yes,10.0,,Banana,No,Credit card,53.7,521,No
0042-JVWOJ,Mr,12/21/1950,No,26.0,DSL,,No internet service,Credit card,19.6,471.85,No
0130-SXOUN,Ms,11/19/1951,No,66.0,,Yes,No,Credit card,89.4,5976.9,No
2575-GFSOE,Ms,06/04/1971,Yes,7.0,,No,No,Credit card,69.0,506.9,Yes
2330-PQGDQ,Miss,02/25/1957,Yes,51.0,,Yes,No,Credit card,84.2,4299.75,No
1452-UZOSF,Mr,08/30/1953,Yes,72.0,Fiber optic,No,Yes,Credit card,106.1,7548.6,No
2097-YVPKN,Mr,03/25/1954,No,65.0,,No,No internet service,Credit card,25.75,1654.75,No
2842-JTCCU,Ms,02/27/1958,No,2.0,,Yes,No,Credit card,46.05,80.35,Yes
8597-CTXVJ,Ms.,10/02/1964,No,70.0,,Yes,No,Credit card,64.95,4551.5,No
6631-HMANX,Mr,01/01/1900,Yes,72.0,,Yes,Yes,Credit card,85.45,6227.5,No
9962-BFPDU,Ms,01/28/1955,Yes,1.0,DSL,Yes,No internet service,Credit card,20.05,20.05,No
3296-SILRA,Ms,07/05/1968,Yes,1.0,Fiber optic,Yes,No,Credit card,76.4,76.4,Yes
9681-OXGVC,Mr,12/18/1950,No,5.0,,No,Yes,Bank transfer (automatic),100.5,514,Yes
6394-HHHZM,Mr,11/30/1952,No,3.0,,Yes,No internet service,Credit card,20.7,57.5,No
5995-LFTLE,Mr,05/06/1955,No,58.0,Fiber optic,Yes,No internet service,Credit card,25.3,1474.35,No
5180-UCIIQ,Mr,07/08/1964,Yes,22.0,,No,No,Credit card,40.05,880.2,Yes
1932-UEDCX,Mr,08/27/1960,Yes,33.0,Fiber optic,Yes,Yes,Credit card,100.6,3270.25,No
7153-OANIO,Ms,07/24/1969,No,1.0,,No,No,Credit card,69.95,69.95,Yes
5188-HGMLP,Ms,01/08/1967,Yes,54.0,DSL,Yes,No,Credit card,74.0,3919.15,No
0665-XHDJU,Ms,08/05/1974,Yes,72.0,,No,Yes,Credit card,99.4,7285.7,No
6521-YYTYI,Ms.,02/06/1950,No,1.0,,No,Yes,Credit card,93.3,93.3,Yes
8878-HMWBV,Ms,07/11/1979,No,3.0,,No,No,Credit card,49.15,169.05,Yes
8265-HKSOW,Mr,08/07/1973,Yes,72.0,DSL,Yes,No,Credit card,107.45,7658.3,No
3544-FBCAS,Mr,01/23/1967,Yes,72.0,,No,Yes,PayPal,83.6,5959.3,No
5331-RGMTT,Miss,07/29/1975,Yes,54.0,,Yes,Yes,Credit card,99.05,5295.7,No
4759-PXTAN,Mr,02/20/1954,Yes,59.0,,Yes,Yes,Credit card,80.1,4693.2,No
7054-DMVAS,Mr ,01/01/1900,No,54.0,,Yes,Yes,Credit card,65.3,3512.9,No
3428-MMGUB,Miss,12/26/1959,No,60.0,DSL,Yes,Yes,PayPal,89.55,5231.2,No
6549-BTYPG,Mr,07/07/1971,Yes,60.0,,No,Yes,PayPal,60.8,3603.45,No
7823-JSOAG,Miss,01/01/1900,No,3.0,,Yes,No,PayPal,74.5,217.45,No
3705-RHRFR,Mr,03/06/1950,Yes,69.0,Fiber optic,No,Yes,Credit card,99.15,6875.35,No
9374-YOLBJ,Ms,06/22/1975,Yes,1.0,,Yes,No internet service,Credit card,19.25,19.25,No
9074-KGVOX,Miss,11/02/1979,Yes,50.0,,No,Yes,Credit card,39.45,2021.35,No
6128-DAFVY,Ms,07/12/1970,No,56.0,,No,Yes,Credit card,44.85,2564.95,No
9933-QRGTX,Mr,09/26/1954,Yes,60.0,,No,Yes,Credit card,97.2,5611.75,No
4476-OSWTN,Miss,10/25/1975,Yes,69.0,,No,Yes,PayPal,110.55,7610.1,No
3751-KTZEL,Ms,07/10/1965,No,1.0,,No,No,Credit card,35.05,35.05,Yes
1977-STDKI,Ms,11/07/1961,No,1.0,,Yes,No,Credit card,73.0,73,Yes
5066-GFJMM,Ms,04/28/1971,Yes,3.0,DSL,Yes,No internet service,Bank transfer (automatic),19.9,45.75,No
2661-GKBTK,Mr,07/15/1966,Yes,60.0,,Yes,Yes,Credit card,76.95,4543.95,No
0458-HEUZG,Mr,03/22/1976,No,13.0,,Yes,No,Credit card,35.4,450.4,No
7268-WNTCP,Miss,07/28/1950,Yes,62.0,,No,No internet service,PayPal,20.45,1297.35,No
0824-VWDPO,Mr,05/30/1955,No,45.0,,Yes,No,PayPal,96.75,4442.75,No
8409-WQJUX,Mr,07/03/1978,No,25.0,,No,Yes,PayPal,54.2,1423.15,No
2578-JQPHZ,Mr,12/25/1956,No,44.0,,No,Yes,Credit card,100.1,4378.35,No
3278-FSIXX,Mr,09/08/1977,No,2.0,,No,No,Credit card,45.25,74.2,No
5813-UECBU,Ms,10/05/1954,No,33.0,,No,No,Credit card,83.85,2716.3,Yes
0328-GRPMV,Miss,02/23/1967,No,1.0,Fiber optic,No,No,Credit card,70.1,70.1,Yes
9746-UGFAC,Mr,12/23/1951,No,22.0,,No,No internet service,PayPal,20.85,450.65,No
2946-KIQSP,Ms,12/07/1965,No,35.0,,Yes,No,PayPal,33.45,1175.85,No
0625-AFOHS,Mr,09/15/1958,Yes,29.0,DSL,No,No internet service,Credit card,20.2,558.8,No
6726-WEXXK,Mr,06/24/1956,Yes,27.0,,No,No,Credit card,85.9,2220.1,No
4636-OLWOE,Ms,01/01/2021,No,54.0,,No,No,,61.0,3283.05,No
4342-HENTK,Ms,07/04/1963,No,2.0,,No,No,Credit card,70.65,142.35,Yes
4685-ERGHK,Mr ,01/01/2021,No,57.0,,Yes,Yes,PayPal,86.9,4939.25,No
0885-HMGPY,Miss,06/18/1965,No,62.0,DSL,No,No,Credit card,69.4,4237.5,No
5003-OKNNK,Miss,12/11/1970,Yes,15.0,,No,No internet service,Credit card,20.35,335.95,No
4195-SMMNX,Mr,10/05/1967,No,2.0,,,No internet service,Bank transfer (automatic),20.35,33.2,Yes
7208-PSIHR,Mr,04/24/1950,Yes,70.0,,No,Yes,Bank transfer (automatic),104.3,7188.5,No
4012-ZTHBR,Miss,07/17/1955,Yes,21.0,DSL,No,No,Bank transfer (automatic),44.95,926.25,No
0489-WMEMG,Mr,12/26/1956,No,23.0,,No,No,Credit card,49.45,1119.35,No
7435-ZNUYY,Mr,11/08/1955,No,6.0,,,No internet service,Credit card,20.6,116.6,No
1354-YZFNB,Mr,03/16/1973,Yes,4.0,,Yes,No internet service,Credit card,19.55,68.8,No
6956-SMUCM,Mr,02/19/1962,No,3.0,Fiber optic,No,Yes,PayPal,99.0,287.4,Yes
2985-FMWYF,Mr,07/10/1968,No,23.0,DSL,Banana,Yes,Credit card,93.5,2341.55,No
2812-ENYMO,Miss,03/01/1962,No,26.0,,Yes,Yes,Credit card,54.55,1362.85,No
2717-HVIZY,Mr,06/26/1978,No,8.0,,No,No internet service,Credit card,20.05,163.6,No
3223-WZWJM,Miss,03/23/1967,No,26.0,,,No,Credit card,83.95,2254.2,Yes
3422-GALYP,Mr,12/13/1968,No,2.0,,Yes,No,Credit card,79.45,145.15,No
9053-JZFKV,Mr,11/10/1971,No,67.0,,Yes,Yes,Credit card,116.2,7752.3,Yes
